Date,IDCC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3129286798179059,-0.7720789074355083,-0.0,-0.4822458270106222,-0.46764795144157817,0.0
2018-09-25,1.0,-0.32057401720835493,-0.7720957100726643,-0.0,-0.48256361922714425,-0.4651120367273723,0.0
2018-09-26,1.0,-0.31944021904472164,-0.7716154548220262,-0.0,-0.48314572558564045,-0.4680559780955278,0.0
2018-09-27,1.0,-0.320023112949334,-0.7700869776777568,-0.0,-0.48309105285566567,-0.46797640046225897,0.0
2018-09-28,1.0,-0.32025547445255476,-0.7699209245742092,-0.0,-0.48315085158150856,-0.4680352798053528,0.0
2018-10-01,1.0,-0.32030537137295456,-0.7699677595960824,-0.0,-0.4831498266317902,-0.4681245817872133,0.0
2018-10-02,1.0,-0.31939580351432834,-0.778237963273137,-0.0,-0.4814386210676981,-0.466303255474008,0.0
2018-10-03,1.0,-0.31934717739479934,-0.7769624261616224,-0.0,-0.4816698130442726,-0.4668716886913099,0.0
2018-10-04,1.0,-0.3235786717013307,-0.7709735375620451,-0.0,-0.4872255549803587,-0.4633819543835074,0.0
2018-10-05,1.0,-0.31069521960689156,-0.7652875515651543,-0.0,-0.48965663673865567,-0.46760495025479254,0.0
2018-10-08,1.0,-0.3100782244860833,-0.7649930264993026,-0.0,-0.4896307076587229,-0.467254866290704,0.0
2018-10-09,1.0,-0.3097562454523405,-0.7651285471743875,-0.0,-0.4896313364055299,-0.4672568518069367,0.0
2018-10-10,1.0,-0.3091945657447841,-0.7657993692382338,-0.0,-0.489537845705968,-0.467976710334789,0.0
2018-10-11,1.0,-0.26537504443654464,-0.7585910652920962,-0.0,-0.47052375873918706,-0.46794643915155815,0.0
2018-10-12,1.0,-0.26738391181988747,-0.7548663227016886,-0.0,-0.45670145403377116,-0.4525973264540338,0.0
2018-10-15,1.0,-0.24835454146555508,-0.7722685388328214,-0.0,-0.4523036419482229,-0.4523328945443908,0.0
2018-10-16,1.0,-0.24330415947077247,-0.7813423879635863,-0.0,-0.4512776980944297,-0.4512191552264146,0.0
2018-10-17,1.0,-0.23097386074485315,-0.7587612768910479,-0.0,-0.4471431876012029,-0.45463219986120756,0.0
2018-10-18,1.0,-0.23054238464207238,-0.7579796461200417,-0.0,-0.44795882965190237,-0.4546663582745461,0.0
2018-10-19,1.0,-0.2195857631208526,-0.751946223894746,-0.0,-0.4479043980351039,-0.4532188101462182,0.0
2018-10-22,1.0,-0.22019482198787393,-0.7526795207034281,-0.0,-0.4476308152064596,-0.4530042240165513,0.0
2018-10-23,1.0,-0.22468163394371457,-0.7534423778997901,-0.0,-0.44476384856411877,-0.4517204702906258,0.0
2018-10-24,1.0,-0.22330403814119135,-0.7523694640703086,-0.0,-0.44448273881325756,-0.4519214199551956,0.0
2018-10-25,1.0,-0.2012839561548597,-0.7241736985226094,-0.0,-0.4469176642090213,-0.4310223991477671,0.0
2018-10-26,1.0,-0.19058345847933697,-0.7152233160909951,-0.0,-0.45005283942377217,-0.4251905000278102,0.0
2018-10-29,1.0,-0.17894736842105266,-0.7202493074792244,-0.0,-0.4439612188365651,-0.4268975069252078,0.0
2018-10-30,1.0,-0.18719129807425497,-0.7213774349297963,-0.0,-0.4448360064376492,-0.4214440313002941,0.0
2018-10-31,1.0,-0.18864013266998342,-0.7134328358208956,-0.0,-0.4430901050304035,-0.4187949143173023,0.0
2018-11-01,1.0,-0.18565272636870891,-0.7153748411689962,-0.0,-0.4426551019280703,-0.41859565769846974,0.0
2018-11-02,1.0,-0.18388884248043885,-0.7329100882688719,-0.0,-0.442903683902765,-0.4247765433130064,0.0
2018-11-05,1.0,-0.18089696834720637,-0.741321232705103,-0.0,-0.4436958881991036,-0.4180006124551099,0.0
2018-11-06,1.0,-0.17478253573126729,-0.7390708472016333,-0.0,-0.45319273907084723,-0.42994993427124995,0.0
2018-11-07,1.0,-0.17526466140144514,-0.7397916316585448,-0.0,-0.45474150002800645,-0.4308519576541758,0.0
2018-11-08,1.0,-0.1522821461352321,-0.7433593858648792,-0.0,-0.44825188440463937,-0.43751564542597277,0.0
2018-11-09,1.0,-0.1520747580376015,-0.7431304928245633,-0.0,-0.4485760373790188,-0.4373678940927801,0.0
2018-11-12,1.0,-0.15157496733298118,-0.7428619088659679,-0.0,-0.44866412744307593,-0.4370986126942645,0.0
2018-11-13,1.0,-0.13890501064035596,-0.742890307603018,-0.0,-0.4479728049083824,-0.43393306248790875,0.0
2018-11-14,1.0,-0.1406128996570417,-0.7423664122137404,-0.0,-0.4489711251244607,-0.43384223918575066,0.0
2018-11-15,1.0,-0.1402427224725624,-0.7451414038094711,-0.0,-0.4539573715201946,-0.4251513559837448,0.0
2018-11-16,1.0,-0.14015748031496061,-0.7435004834921951,-0.0,-0.45351567896118244,-0.4256389004006078,0.0
2018-11-19,1.0,-0.14382463511720475,-0.7428681999115434,-0.0,-0.4520953118089341,-0.4254754533392304,0.0
2018-11-20,1.0,-0.11915502255473649,-0.7391627241720762,-0.0,-0.45456045769611614,-0.43769941687754427,0.0
2018-11-21,1.0,-0.11722698308064163,-0.740139529773676,-0.0,-0.4541034937376401,-0.43520654801142605,0.0
2018-11-23,1.0,-0.11772617479139218,-0.7362209046991657,-0.0,-0.4554238032498903,-0.43544137022397894,0.0
2018-11-26,1.0,-0.1175324497132351,-0.7370818583463681,-0.0,-0.45476249279657527,-0.43478499492330064,0.0
2018-11-27,1.0,-0.112514696634129,-0.7386870095425587,-0.0,-0.4515626281683209,-0.43149317802750664,0.0
2018-11-28,1.0,-0.11144248659297362,-0.7449381635109992,-0.0,-0.44935427383167337,-0.4303929079566597,0.0
2018-11-29,1.0,-0.09121245828698554,-0.737241921918663,-0.0,-0.449008383298516,-0.43560595783933376,0.0
2018-11-30,1.0,-0.09156286466389861,-0.7382561263534968,-0.0,-0.4509484653586258,-0.4329832559906646,0.0
2018-12-03,1.0,-0.09218779699676868,-0.7384256116436311,-0.0,-0.4513536264154018,-0.4334319928313466,0.0
2018-12-04,1.0,-0.0888539520763309,-0.7398623007698146,-0.0,-0.44955545917814155,-0.43237016155264013,0.0
2018-12-06,1.0,-0.08414695788661576,-0.7110324829072335,-0.0,-0.448375854638325,-0.41677086381654205,0.0
2018-12-07,1.0,-0.08736598472957514,-0.7108462582138392,-0.0,-0.44824283700018624,-0.4138976828327436,0.0
2018-12-10,1.0,-0.0780307040762308,-0.7131815775542615,-0.0,-0.4475913181577554,-0.4080995235574378,0.0
2018-12-11,1.0,-0.0889265746310183,-0.7101936988261479,-0.0,-0.45199925806195185,-0.3986592119558017,0.0
2018-12-12,1.0,-0.09075001988387814,-0.710066544712214,-0.0,-0.4531933508311461,-0.3971473262811845,0.0
2018-12-13,1.0,-0.09024668132799872,-0.7063140881269706,-0.0,-0.45759253861847854,-0.39548501629527566,0.0
2018-12-14,1.0,-0.08866838237244964,-0.7129553474304211,-0.0,-0.45506884932742564,-0.3964606935342655,0.0
2018-12-17,1.0,-0.07570026714629566,-0.7141534636442987,-0.0,-0.44555241092919295,-0.4095802364641468,0.0
2018-12-18,1.0,-0.06493540663561975,-0.7070276528007998,-0.0,-0.44491804141342384,-0.4141868603152051,0.0
2018-12-19,1.0,-0.06441257729246151,-0.7071701091961584,-0.0,-0.44528351532693067,-0.4143665307196422,0.0
2018-12-20,1.0,-0.06435955292018682,-0.70147452379703,-0.0,-0.4460565671406832,-0.4118171800388309,0.0
2018-12-21,1.0,-0.0619568631556905,-0.7023871845880013,-0.0,-0.4461574704219453,-0.40699926709245104,0.0
2018-12-24,1.0,-0.06621311605094533,-0.7155815731877752,-0.0,-0.4531550773936661,-0.40199878701579517,0.0
2018-12-26,1.0,-0.06465199536695798,-0.7172264925766031,-0.0,-0.4506423080972939,-0.39988943877013794,0.0
2018-12-27,1.0,-0.03936503051751552,-0.6984664307329332,-0.0,-0.41606400984766884,-0.41060163102015695,0.0
2018-12-28,1.0,-0.0400831430111114,-0.6978367420257128,-0.0,-0.41663886679155226,-0.4115579050014114,0.0
2018-12-31,1.0,-0.039447681133382956,-0.6991248107178605,-0.0,-0.41660036444832277,-0.41133896260554886,0.0
2019-01-02,1.0,-0.037801656707614185,-0.6989459646603237,-0.0,-0.4156130587541354,-0.41217654450798863,0.0
2019-01-03,1.0,-0.042525376807136264,-0.697144468368707,-0.0,-0.4189736491335999,-0.4046447247000923,0.0
2019-01-04,1.0,-0.027784162006179936,-0.7027247886820398,-0.0,-0.41428534947266277,-0.4089225976148523,0.0
2019-01-07,1.0,-0.01963357391611568,-0.6905567051935597,-0.0,-0.41321354666128296,-0.4001917932670469,0.0
2019-01-08,1.0,-0.02191767017685292,-0.6801783644883358,-0.0,-0.4192573184864211,-0.39791908096941603,0.0
2019-01-09,1.0,-0.022384673556843964,-0.6818754726493572,-0.0,-0.4194353415679355,-0.39710108394252586,0.0
2019-01-10,1.0,-0.023204837490551775,-0.6798941798941799,-0.0,-0.4204585537918872,-0.3959939531368103,0.0
2019-01-11,1.0,-0.02430651959918221,-0.6766450440445241,-0.0,-0.4222469017390646,-0.40081778944445845,0.0
2019-01-14,1.0,-0.024464213505863325,-0.6746866154468257,-0.0,-0.4223867771936919,-0.40575717751718565,0.0
2019-01-15,1.0,-0.019802731411229138,-0.668361153262519,-0.0,-0.42144663631765306,-0.4194739504299444,0.0
2019-01-16,1.0,-0.022935432594050415,-0.6624530063331062,-0.0,-0.42207251532813567,-0.4156889460802866,0.0
2019-01-17,1.0,-0.022315906394365488,-0.6635195516623331,-0.0,-0.4222098805947543,-0.41635321737813347,0.0
2019-01-18,1.0,-0.02331132554596242,-0.6574403250380905,-0.0,-0.425469781615033,-0.4331640426612494,0.0
2019-01-22,1.0,-0.0,-0.7411503860954662,-0.0,-0.4298274675705293,-0.37750707204566886,0.0
2019-01-23,1.0,-0.0,-0.739275270184361,-0.0,-0.43099809281627466,-0.37263827082008905,0.0
2019-01-24,1.0,-0.0,-0.7390541571319603,-0.0,-0.43018052377320115,-0.3733536740401729,0.0
2019-01-25,1.0,-0.0,-0.7564201137936337,-0.0,-0.44584550720180427,-0.36065405710185044,0.0
2019-01-28,1.0,-0.0,-0.7486246513651135,-0.0,-0.4517796371638392,-0.3583838693994524,0.0
2019-01-29,1.0,-0.0,-0.7385408121410993,-0.0,-0.45475287120590646,-0.3702830188679246,0.0
2019-01-30,1.0,-0.0,-0.7364176353115879,-0.0,-0.4499206308566747,-0.3739566798095141,0.0
2019-01-31,1.0,-0.0,-0.7284633737753184,-0.0,-0.4350474643382913,-0.3746636885121072,0.0
2019-02-01,1.0,-0.0,-0.7283094584984252,-0.0,-0.438128619323377,-0.37341257746621964,0.0
2019-02-04,1.0,-0.0,-0.7358169967791839,-0.0,-0.43881717430448125,-0.3614415054145216,0.0
2019-02-05,1.0,-0.0,-0.7280268266854925,-0.0,-0.43759770056981495,-0.3556805002269175,0.0
2019-02-06,1.0,-0.0,-0.7285195643404598,-0.0,-0.435634328358209,-0.35699878983461075,0.0
2019-02-07,1.0,-0.0,-0.6835591235992641,-0.0,-0.38656727116335743,-0.3191885886316393,0.0
2019-02-08,1.0,-0.0,-0.6942749134632902,-0.0,-0.33437329203862265,-0.24863363089815996,0.0
2019-02-11,1.0,-0.0,-0.6857520872302568,-0.0,-0.3409142752862813,-0.25445960125918154,0.0
2019-02-12,1.0,-0.0,-0.6687214560507548,-0.0,-0.3260140835564355,-0.2550338590294495,0.0
2019-02-13,1.0,-0.0,-0.6768853602033242,-0.0,-0.3227997570904838,-0.2494545781696318,0.0
2019-02-14,1.0,-0.0,-0.677759539495874,-0.0,-0.3229599982011558,-0.24781327996762081,0.0
2019-02-15,1.0,-0.0,-0.6746722435854191,-0.0,-0.3247430794486047,-0.24934223841327668,0.0
2019-02-19,1.0,-0.0,-0.6656855255471171,-0.0,-0.3333707814676673,-0.24783175302206442,0.0
2019-02-20,1.0,-0.0,-0.6753684399712436,-0.0,-0.328450754852624,-0.24278846153846154,0.0
2019-02-21,1.0,-0.0,-0.651804337587189,-0.0,-0.33323614506470495,-0.25774328840244914,0.0
2019-02-22,1.0,-0.0,-0.649165436584535,-0.0,-0.33970705120926536,-0.2820483706142841,0.0
2019-02-25,1.0,-0.0,-0.6402459856508371,-0.0,-0.34369661769730103,-0.29372508825874044,0.0
2019-02-26,1.0,-0.0,-0.6354997493277427,-0.0,-0.3464974249122647,-0.296841529556538,0.0
2019-02-27,1.0,-0.0,-0.6352466490380231,-0.0,-0.3507796115619586,-0.29353971003920853,0.0
2019-02-28,1.0,-0.0,-0.6403838701588821,-0.0,-0.3560828831293168,-0.2830472543253778,0.0
2019-03-01,1.0,-0.0,-0.6415416875598304,-0.0,-0.3589825409126134,-0.2787299995441491,0.0
2019-03-04,1.0,-0.0,-0.6284738145464551,-0.0,-0.3538017059524901,-0.31067137485095847,0.0
2019-03-05,1.0,-0.0,-0.6233113919405519,-0.0,-0.361184376505126,-0.3090066741588495,0.0
2019-03-06,1.0,-0.0,-0.6206682599503631,-0.0,-0.3744599687471275,-0.3028771026748782,0.0
2019-03-07,1.0,-0.0,-0.62077916111545,-0.0,-0.3752009923278357,-0.30107502182202417,0.0
2019-03-08,1.0,-0.0,-0.620613576720314,-0.0,-0.3996377064028427,-0.3021435704498479,0.0
2019-03-11,1.0,-0.0,-0.6195077653852423,-0.0,-0.39979509628146315,-0.30914848534239875,0.0
2019-03-12,1.0,-0.0,-0.6038253931002113,-0.0,-0.4093874677305797,-0.33363060314480175,0.0
2019-03-13,1.0,-0.0,-0.6154045643153527,-0.0,-0.41111844586948326,-0.3310778951339117,0.0
2019-03-14,1.0,-0.0,-0.6132676162626168,-0.0,-0.41474860862182816,-0.3302518630317895,0.0
2019-03-15,1.0,-0.0,-0.6091693252983575,-0.0,-0.4159281578636417,-0.3381306865177833,0.0
2019-03-18,1.0,-0.0,-0.6129170536543544,-0.0,-0.42009001928984785,-0.3484556214426901,0.0
2019-03-19,1.0,-0.0,-0.6086352974965297,-0.0,-0.4286295533961993,-0.3561102867263415,0.0
2019-03-20,1.0,-0.0,-0.6063132817153067,-0.0,-0.4272066706372841,-0.34882668254913635,0.0
2019-03-21,1.0,-0.0,-0.6056522463750863,-0.0,-0.42501369015023455,-0.35022975643437065,0.0
2019-03-22,1.0,-0.0,-0.6011683865252472,-0.0,-0.4424306270500635,-0.3506356693083056,0.0
2019-03-25,1.0,-0.0,-0.5863392537847181,-0.0,-0.44694242460364764,-0.35079270473238766,0.0
2019-03-26,1.0,-0.0,-0.595758891300718,-0.0,-0.44927605371752977,-0.3402905326431792,0.0
2019-03-27,1.0,-0.0,-0.582346352739318,-0.0,-0.4583085098777494,-0.34242070395348284,0.0
2019-03-28,1.0,-0.0,-0.5819408357369312,-0.0,-0.45684250673404686,-0.3449500607852018,0.0
2019-03-29,1.0,-0.0,-0.5827453037093544,-0.0,-0.4559692953180127,-0.3451892819681511,0.0
2019-04-01,1.0,-0.0,-0.5828062722260675,-0.0,-0.45468865605384384,-0.34919687820711715,0.0
2019-04-02,1.0,-0.0,-0.582381066220416,-0.0,-0.4562036815682524,-0.35204398756873057,0.0
2019-04-03,1.0,-0.0,-0.5836203597397627,-0.0,-0.4502487562189054,-0.358017604286261,0.0
2019-04-04,1.0,-0.0,-0.5839741286381602,-0.0,-0.4434543059048988,-0.36806803209965266,0.0
2019-04-05,1.0,-0.0,-0.575725568331853,-0.0,-0.4417264805434861,-0.3831048803322371,0.0
2019-04-08,1.0,-0.0,-0.5780687004564017,-0.0,-0.44098006245496035,-0.38306509728561133,0.0
2019-04-09,1.0,-0.0,-0.5806110684089162,-0.0,-0.4385808993082244,-0.38280649500384323,0.0
2019-04-10,1.0,-0.0,-0.5771899080586695,-0.0,-0.4430467868545503,-0.38032023429435624,0.0
2019-04-11,1.0,-0.0,-0.5719310754604872,-0.0,-0.46802139037433155,-0.33677956030897205,0.0
2019-04-12,1.0,-0.0,-0.5737055595323312,-0.0,-0.47831066571224057,-0.3340491529467908,0.0
2019-04-15,1.0,-0.0,-0.5723928289331961,-0.0,-0.48766126522894276,-0.33346896766318007,0.0
2019-04-16,1.0,-0.0,-0.5669152088710449,-0.0,-0.4863301787592008,-0.33655960233247306,0.0
2019-04-17,1.0,-0.0,-0.5502525192082147,-0.0,-0.49082074726537256,-0.3524737308217047,0.0
2019-04-18,1.0,-0.0,-0.5393569977291741,-0.0,-0.49420341819051034,-0.35678259830285647,0.0
2019-04-22,1.0,-0.0,-0.5405250047901897,-0.0,-0.49590438781375745,-0.3586654531519448,0.0
2019-04-23,1.0,-0.0,-0.5282248435932948,-0.0,-0.49037680882563633,-0.3692630975691294,0.0
2019-04-24,1.0,-0.0,-0.47908020461345435,-0.0,-0.5201235401988226,-0.41366663449473995,0.0
2019-04-25,1.0,-0.0,-0.47489862907897273,-0.0,-0.5195259702645298,-0.41916875844757673,0.0
2019-04-26,1.0,-0.0,-0.47497822088858777,-0.0,-0.5113735359597329,-0.4335495111799439,0.0
2019-04-29,1.0,-0.0,-0.47274838522389145,-0.0,-0.5107288869535767,-0.43563877397972756,0.0
2019-04-30,1.0,-0.0,-0.4779532900474852,-0.0,-0.5081887779823626,-0.43657331136738053,0.0
2019-05-01,1.0,-0.0,-0.48161889519375334,-0.0,-0.5125369804549201,-0.4307919879722586,0.0
2019-05-02,1.0,-0.0,-0.4790539721043056,-0.0,-0.5036992116434202,-0.4429351121892056,0.0
2019-05-03,1.0,-0.0,-0.5055299990212392,-0.0,-0.49902123911128515,-0.44235098365469316,0.0
2019-05-06,1.0,-0.0,-0.5575183110728135,-0.0,-0.5191727703576046,-0.4577134602225208,0.0
2019-05-07,1.0,-0.0,-0.552664314183443,-0.0,-0.5229367114315453,-0.4630499352644005,0.0
2019-05-08,1.0,-0.0,-0.5486775036137245,-0.0,-0.5201734587781807,-0.4670707275632085,0.0
2019-05-09,1.0,-0.0,-0.5482293935863012,-0.0,-0.5132225543340595,-0.471604437914788,0.0
2019-05-10,1.0,-0.0,-0.5505580923389143,-0.0,-0.5196093353627601,-0.4666159309994926,0.0
2019-05-13,1.0,-0.0,-0.5479013787674885,-0.0,-0.5231191123073408,-0.4681461544321154,0.0
2019-05-14,1.0,-0.0,-0.5299177928787764,-0.0,-0.5350843704665191,-0.4801099488432466,0.0
2019-05-15,1.0,-0.0,-0.5339872611464968,-0.0,-0.5412229299363057,-0.47256050955414014,0.0
2019-05-16,1.0,-0.0,-0.5314615893702591,-0.0,-0.5425342361146465,-0.4714402077075804,0.0
2019-05-17,1.0,-0.0,-0.5325401667683547,-0.0,-0.5323367907260524,-0.4773235712833029,0.0
2019-05-20,1.0,-0.0,-0.5296566077003121,-0.0,-0.5322199944163853,-0.47615542752722007,0.0
2019-05-21,1.0,-0.0,-0.5303603373370815,-0.0,-0.5435215946843854,-0.48170201891132125,0.0
2019-05-22,1.0,-0.0,-0.5200214789812826,-0.0,-0.5589649176639051,-0.47800961440114553,0.0
2019-05-23,1.0,-0.0,-0.5203121002814018,-0.0,-0.5564338705551292,-0.4814530570478383,0.0
2019-05-24,1.0,-0.0,-0.5084494817991525,-0.0,-0.5585592484811355,-0.4857303313422168,0.0
2019-05-28,1.0,-0.0,-0.5004213590745422,-0.0,-0.5642381061824868,-0.4890318956050972,0.0
2019-05-29,1.0,-0.0,-0.4938988663864476,-0.0,-0.56127881798497,-0.49226850082792,0.0
2019-05-30,1.0,-0.0,-0.4951783254247666,-0.0,-0.5644675748762692,-0.4915046686055411,0.0
2019-05-31,1.0,-0.0,-0.4679571017525504,-0.0,-0.6491760397593513,-0.4986136541982737,0.0
2019-06-03,1.0,-0.0,-0.46297901399942215,-0.0,-0.6501195072623643,-0.5134347175163502,0.0
2019-06-04,1.0,-0.0,-0.4686982357426446,-0.0,-0.6275602766018984,-0.5330633923171982,0.0
2019-06-05,1.0,-0.0,-0.46461747208015863,-0.0,-0.6449222419371673,-0.49979125352259673,0.0
2019-06-06,1.0,-0.0,-0.47004512141050053,-0.0,-0.6352729454109178,-0.5028820322891944,0.0
2019-06-07,1.0,-0.0,-0.4713111545988259,-0.0,-0.6345466405740379,-0.5034311806914546,0.0
2019-06-10,1.0,-0.0,-0.47328383959847337,-0.0,-0.6225231348355728,-0.5182987400010457,0.0
2019-06-11,1.0,-0.0,-0.4728223907925713,-0.0,-0.6222338477635365,-0.5206905571540675,0.0
2019-06-12,1.0,-0.0,-0.473724136127024,-0.0,-0.6224332313165397,-0.5196578513693793,0.0
2019-06-13,1.0,-0.0,-0.4741663613045071,-0.0,-0.6217348060514055,-0.5214625974977751,0.0
2019-06-14,1.0,-0.0,-0.4695292670800952,-0.0,-0.6302430855378496,-0.5168642227281053,0.0
2019-06-17,1.0,-0.0,-0.47300623134523745,-0.0,-0.6273236634026287,-0.51790857202702,0.0
2019-06-18,1.0,-0.0,-0.4533319346463508,-0.0,-0.6369096011119562,-0.5322703312265611,0.0
2019-06-19,1.0,-0.0,-0.45938779796282686,-0.0,-0.6328887955476216,-0.5329728026882286,0.0
2019-06-20,1.0,-0.0,-0.45173199277354487,-0.0,-0.6338072421647947,-0.532741601864216,0.0
2019-06-21,1.0,-0.0,-0.4503710696771825,-0.0,-0.6398395090866179,-0.5321637426900585,0.0
2019-06-24,1.0,-0.0,-0.4485660357573533,-0.0,-0.6408535626277985,-0.5320872437477062,0.0
2019-06-25,1.0,-0.0,-0.4358718749180199,-0.0,-0.6522731446260396,-0.5352448909992392,0.0
2019-06-26,1.0,-0.0,-0.43359067275878366,-0.0,-0.6468935455070638,-0.5454545454545454,0.0
2019-06-27,1.0,-0.0,-0.4453941120607787,-0.0,-0.6763216207660653,-0.5162234884457108,0.0
2019-06-28,1.0,-0.0,-0.4454058617141952,-0.0,-0.6762339409607724,-0.5163953887144854,0.0
2019-07-01,1.0,-0.0,-0.4419743981457093,-0.0,-0.6744982352631301,-0.5174629932044461,0.0
